Date,SPY,AEX,HSI,RSDS.AS,USDEUR,HKDEUR,EURIBOR
2010-03-08,114.2699966430664,338.1700134277344,21196.869140625,20.915000915527344,0.7343800067901611,0.09464000165462494,0.343
2010-03-09,114.45999908447266,339.0899963378906,21207.55078125,21.0049991607666,0.7349200248718262,0.09470999985933304,0.343
2010-03-10,114.97000122070312,340.9700012207031,21208.2890625,21.190000534057617,0.7329599857330322,0.09446000307798386,0.342
2010-03-11,115.44999694824219,339.0199890136719,21228.19921875,21.204999923706055,0.7307100296020508,0.0941699966788292,0.34
2010-03-12,115.45999908447266,339.57000732421875,21209.740234375,21.229999542236328,0.7262200117111206,0.09359999746084213,0.339
2010-03-15,115.48999786376953,335.1099853515625,21079.099609375,21.06999969482422,0.7311300039291382,0.09423000365495682,0.337
2010-03-16,116.41000366210938,339.260009765625,21022.9296875,21.43000030517578,0.7262799739837646,0.09358000010251999,0.338
2010-03-17,117.0999984741211,343.05999755859375,21384.490234375,21.8700008392334,0.7278900146484375,0.09376999735832214,0.336
2010-03-18,117.04000091552734,341.95001220703125,21330.669921875,21.889999389648438,0.7345399856567383,0.09464000165462494,0.336
2010-03-19,115.97000122070312,338.6499938964844,21370.8203125,21.584999084472656,0.7387199997901917,0.09523999691009521,0.336
2010-03-22,116.58999633789062,338.1300048828125,20933.25,21.530000686645508,0.7370799779891968,0.09495999664068222,0.337
2010-03-23,117.41000366210938,341.510009765625,20987.779296875,21.6200008392334,0.7425000071525574,0.09565000236034393,0.342
2010-03-24,116.83999633789062,341.739990234375,21008.619140625,21.649999618530273,0.7501299977302551,0.09664999693632126,0.343
2010-03-25,116.6500015258789,345.6099853515625,20778.55078125,21.545000076293945,0.751479983329773,0.09683000296354294,0.343
2010-03-26,116.58000183105469,343.80999755859375,21053.109375,21.405000686645508,0.745710015296936,0.09601999819278717,0.344
2010-03-28,117.07333374023438,343.9099934895833,21175.989583333332,21.351667404174805,0.7417799830436707,0.09554000198841095,0.3433333333333333
2010-03-29,117.31999969482422,343.9599914550781,21237.4296875,21.325000762939453,0.7449300289154053,0.09594999998807907,0.343
2010-03-30,117.4000015258789,343.6000061035156,21374.7890625,21.420000076293945,0.7402999997138977,0.0953499972820282,0.341
2010-03-31,117.0,344.2200012207031,21239.349609375,21.415000915527344,0.7361599802970886,0.09478999674320221,0.34
2010-04-01,117.80000305175781,351.44000244140625,21537.0,21.75,0.7404699921607971,0.09529999643564224,0.344
2010-04-04,118.5200023651123,353.9419921875,21732.884765625,22.004999542236327,0.7413399815559387,0.09545999765396118,0.344
2010-04-05,118.76000213623047,354.77598876953124,21798.1796875,22.089999389648437,0.7461599707603455,0.09610000252723694,0.344
2010-04-06,119.04000091552734,355.6099853515625,21863.474609375,22.174999237060547,0.7491499781608582,0.09651999920606613,0.345
2010-04-07,118.36000061035156,353.8900146484375,21928.76953125,22.079999923706055,0.7484400272369385,0.0964599996805191,0.346
2010-04-08,118.7699966430664,350.8900146484375,21867.0390625,22.045000076293945,0.7406899929046631,0.09549999982118607,0.346
2010-04-09,119.55000305175781,355.8900146484375,22208.5,22.43000030517578,0.7389633258183798,0.09527000039815903,0.346
2010-04-11,119.67666625976562,355.52333577473956,22161.61328125,22.39000066121419,0.735509991645813,0.09481000155210495,0.3446666666666666
2010-04-12,119.73999786376953,355.3399963378906,22138.169921875,22.3700008392334,0.7348300218582153,0.09466999769210815,0.344
2010-04-13,119.83000183105469,354.42999267578125,22103.529296875,22.28499984741211,0.7322800159454346,0.0943399965763092,0.346
2010-04-14,121.19000244140625,356.6700134277344,22121.4296875,22.604999542236328,0.7366999983787537,0.09493999928236008,0.346
2010-04-15,121.29000091552734,355.57000732421875,22157.8203125,22.75,0.7405200004577637,0.09540999680757523,0.345
2010-04-16,119.36000061035156,349.75,21865.259765625,22.5049991607666,0.7408266663551331,0.09543999781211217,0.347
2010-04-18,119.65999857584636,348.9633382161458,21558.533203125,22.52833366394043,0.7414399981498718,0.09549999982118607,0.3456666666666666
2010-04-19,119.80999755859375,348.57000732421875,21405.169921875,22.540000915527344,0.7443199753761292,0.0958700031042099,0.345
2010-04-20,120.87999725341797,354.8599853515625,21623.380859375,22.934999465942383,0.7468299865722656,0.09619999676942825,0.346
2010-04-21,120.66000366210938,353.6600036621094,21510.9296875,22.969999313354492,0.7535799741744995,0.09708999842405319,0.346
2010-04-22,121.0199966430664,351.30999755859375,21454.939453125,22.825000762939453,0.747160017490387,0.09621000289916992,0.347
2010-04-23,121.80999755859375,353.3800048828125,21244.490234375,22.905000686645508,0.7468400200208029,0.09617000073194504,0.347
2010-04-25,121.50333150227864,356.0799967447917,21472.870442708332,23.008333206176758,0.7462000250816345,0.09608999639749527,0.347
2010-04-26,121.3499984741211,357.42999267578125,21587.060546875,23.059999465942383,0.7592599987983704,0.09776999801397324,0.347
2010-04-27,118.4800033569336,349.1199951171875,21261.7890625,23.174999237060547,0.7568399906158447,0.09741000086069107,0.348
2010-04-28,119.37999725341797,344.54998779296875,20949.400390625,23.55500030517578,0.7539799809455872,0.09707000106573105,0.349
2010-04-29,120.86000061035156,348.4599914550781,20778.919921875,23.450000762939453,0.751990020275116,0.09685999900102615,0.349
2010-04-30,118.80999755859375,345.9100036621094,21108.58984375,23.56999969482422,0.7538533409436544,0.09709999958674113,0.35
2010-05-02,119.83666483561198,346.59666951497394,20910.436197916668,23.520000457763672,0.7575799822807312,0.09758000075817108,0.35266666666666663
2010-05-03,120.3499984741211,346.94000244140625,20811.359375,23.4950008392334,0.771369993686676,0.098860003054142,0.354
2010-05-04,117.5199966430664,335.8599853515625,20763.05078125,22.885000228881836,0.7803400158882141,0.09758000075817108,0.355
2010-05-05,116.81999969482422,330.7799987792969,20327.5390625,22.420000076293945,0.7915800213813782,0.09758000075817108,0.357
2010-05-06,112.94000244140625,326.19000244140625,20133.41015625,22.020000457763672,0.7839400172233582,0.09758000075817108,0.358
2010-05-07,111.26000213623047,312.3500061035156,19920.2890625,21.260000228881836,0.7834666768709818,0.09857333451509476,0.362
2010-05-09,114.52666982014973,327.60999552408856,20257.856770833332,21.77666664123535,0.7825199961662292,0.10056000202894211,0.362
2010-05-10,116.16000366210938,335.239990234375,20426.640625,22.03499984741211,0.7917699813842773,0.10175000131130219,0.362
2010-05-11,115.83000183105469,333.4800109863281,20146.509765625,22.145000457763672,0.7911999821662903,0.10168000310659409,0.362
2010-05-12,117.44999694824219,336.8999938964844,20212.490234375,22.075000762939453,0.7973799705505371,0.10247000306844711,0.362
2010-05-13,115.98999786376953,337.79998779296875,20422.4609375,22.100000381469727,0.8090599775314331,0.10379999876022339,0.361
2010-05-14,113.88999938964844,327.239990234375,20145.4296875,21.75,0.8083433111508688,0.10367999970912933,0.361
2010-05-16,113.92999776204427,326.7933349609375,19858.609375,21.729999542236328,0.80690997838974,0.10344000160694122,0.361
2010-05-17,113.94999694824219,326.57000732421875,19715.19921875,21.719999313354492,0.8210899829864502,0.1052900031208992,0.361
2010-05-18,112.4000015258789,331.0,19944.939453125,21.885000228881836,0.806879997253418,0.10345999896526337,0.363
2010-05-19,111.76000213623047,321.45001220703125,19578.98046875,21.364999771118164,0.8013499975204468,0.10266000032424927,0.362
2010-05-20,107.54000091552734,314.8599853515625,19545.830078125,21.334999084472656,0.7957299947738647,0.10194999724626541,0.362
2010-05-21,109.11000061035156,313.4100036621094,19576.3125,20.8700008392334,0.8003933231035868,0.10256333152453105,0.362
2010-05-23,108.17666625976562,313.5166727701823,19637.27734375,20.810000737508137,0.809719979763031,0.10379000008106232,0.36
2010-05-24,107.70999908447266,313.57000732421875,19667.759765625,20.780000686645508,0.8099799752235413,0.10382000356912613,0.359
2010-05-25,107.81999969482422,305.0299987792969,18985.5,20.704999923706055,0.8214899897575378,0.10553000122308731,0.362
2010-05-26,107.16999816894531,312.0,19196.44921875,20.799999237060547,0.8098499774932861,0.10401000082492828,0.362
2010-05-27,110.76000213623047,321.1600036621094,19431.369140625,21.350000381469727,0.8147299885749817,0.10458000004291534,0.362
2010-05-28,109.37000274658203,320.6400146484375,19766.7109375,21.344999313354492,0.8144233226776123,0.1045499990383784,0.361
2010-05-30,108.45000076293945,320.6800130208333,19765.696614583332,21.241666793823242,0.8138099908828735,0.1044899970293045,0.36233333333333334
2010-05-31,107.98999977111816,320.70001220703125,19765.189453125,21.190000534057617,0.8174600005149841,0.1049100011587143,0.363
2010-06-01,107.52999877929688,321.2099914550781,19496.94921875,21.6299991607666,0.8170599937438965,0.10485000163316727,0.361
2010-06-02,110.33000183105469,322.55999755859375,19471.80078125,21.704999923706055,0.8217300176620483,0.10544999688863754,0.363
2010-06-03,110.70999908447266,327.0299987792969,19786.7109375,22.045000076293945,0.835349977016449,0.10718999803066254,0.363
2010-06-04,106.81999969482422,321.2200012207031,19780.0703125,21.860000610351562,0.8364733258883158,0.1072866643468539,0.364
2010-06-06,105.93333180745442,318.7666727701823,19512.123697916668,21.759999593098957,0.8387200236320496,0.1074799969792366,0.36466666666666664
2010-06-07,105.48999786376953,317.5400085449219,19378.150390625,21.709999084472656,0.8352800011634827,0.10704000294208527,0.365
2010-06-08,106.62000274658203,314.8299865722656,19487.48046875,21.440000534057617,0.8338900208473206,0.10687000304460526,0.365
2010-06-09,106.05000305175781,320.6300048828125,19621.240234375,21.43000030517578,0.8258299827575684,0.10598000138998032,0.365
2010-06-10,109.1500015258789,325.4200134277344,19632.69921875,21.3799991607666,0.8254899978637695,0.10593999922275543,0.368
2010-06-11,109.68000030517578,325.55999755859375,19872.380859375,21.56999969482422,0.82314666112264,0.10563999911149342,0.367
2010-06-13,109.56666819254558,329.48667399088544,19992.067057291668,21.586666107177734,0.8184599876403809,0.10503999888896942,0.36566666666666664
2010-06-14,109.51000213623047,331.45001220703125,20051.91015625,21.594999313354492,0.8117499947547913,0.10418999940156937,0.365
2010-06-15,112.0,333.82000732421875,20062.150390625,21.635000228881836,0.8122199773788452,0.10423000156879425,0.366
2010-06-16,111.95999908447266,334.760009765625,20100.275390625,21.989999771118164,0.8076199889183044,0.10369999706745148,0.365
2010-06-17,112.13999938964844,335.260009765625,20138.400390625,22.014999389648438,0.80690997838974,0.1036899983882904,0.364
2010-06-18,111.7300033569336,336.05999755859375,20286.7109375,21.96500015258789,0.8085899949073792,0.10395666460196178,0.366
2010-06-20,111.51667022705078,339.3800048828125,20703.690104166668,22.15166727701823,0.8119500279426575,0.1044899970293045,0.36666666666666664
2010-06-21,111.41000366210938,341.0400085449219,20912.1796875,22.2450008392334,0.8146600127220154,0.10474000126123428,0.367
2010-06-22,109.56999969482422,339.79998779296875,20819.080078125,22.270000457763672,0.8117499947547913,0.10435999929904938,0.375
2010-06-23,109.2300033569336,335.1099853515625,20856.609375,22.020000457763672,0.8105400204658508,0.10419999808073044,0.381
2010-06-24,107.41999816894531,329.2200012207031,20733.490234375,21.59000015258789,0.808210015296936,0.10386999696493149,0.388
2010-06-25,107.87000274658203,325.989990234375,20690.7890625,21.350000381469727,0.8103166818618774,0.10413333028554916,0.396
2010-06-27,107.6433334350586,328.96999104817706,20714.716145833332,21.543333053588867,0.8145300149917603,0.10465999692678452,0.402
2010-06-28,107.52999877929688,330.4599914550781,20726.6796875,21.639999389648438,0.8205900192260742,0.10537999868392944,0.405
2010-06-29,104.20999908447266,319.0299987792969,20248.900390625,21.110000610351562,0.8176599740982056,0.1049799993634224,0.415
2010-06-30,103.22000122070312,316.80999755859375,20128.990234375,20.75,0.7995200157165527,0.1026500016450882,0.42
2010-07-01,102.76000213623047,307.8699951171875,20017.1552734375,19.75,0.7954800128936768,0.10209000110626221,0.446
2010-07-02,102.19999694824219,308.20001220703125,19905.3203125,19.905000686645508,0.7962000171343485,0.10218333452939987,0.452
2010-07-04,102.53499984741211,306.913330078125,19863.239583333332,19.80833371480306,0.7976400256156921,0.1023700013756752,0.45466666666666666
2010-07-05,102.70250129699707,306.2699890136719,19842.19921875,19.760000228881836,0.792140007019043,0.10170000046491623,0.456
2010-07-06,102.87000274658203,314.42999267578125,20084.119140625,20.06999969482422,0.7915700078010559,0.10160999745130539,0.459
2010-07-07,106.11000061035156,317.55999755859375,19857.0703125,20.204999923706055,0.7877699732780457,0.10118000209331512,0.467
2010-07-08,107.16000366210938,322.6199951171875,20050.560546875,20.809999465942383,0.7908899784088135,0.10181999951601028,0.478
2010-07-09,107.95999908447266,324.4200134277344,20378.66015625,21.05500030517578,0.7920199831326803,0.10194999972979228,0.491
2010-07-11,108.0066655476888,325.84666951497394,20437.83984375,21.15500005086263,0.7942799925804138,0.10221000015735626,0.49566666666666664
2010-07-12,108.02999877929688,326.55999755859375,20467.4296875,21.204999923706055,0.786109983921051,0.1011200025677681,0.498
2010-07-13,109.66000366210938,333.760009765625,20431.060546875,21.59000015258789,0.7849000096321106,0.10098999738693237,0.504
2010-07-14,109.6500015258789,335.0299987792969,20560.810546875,21.825000762939453,0.7734799981117249,0.09957999736070633,0.51
2010-07-15,109.68000030517578,329.760009765625,20255.619140625,21.5049991607666,0.7732800245285034,0.09943000227212906,0.517
2010-07-16,106.66000366210938,323.989990234375,20250.16015625,21.274999618530273,0.7731300195058187,0.09942000110944112,0.545
2010-07-18,107.08000183105469,322.663330078125,20144.01953125,21.168333053588867,0.7728300094604492,0.09939999878406525,0.5556666666666668
2010-07-19,107.29000091552734,322.0,20090.94921875,21.114999771118164,0.7756100296974182,0.09976000338792801,0.561
2010-07-20,108.4800033569336,320.4599914550781,20264.58984375,21.030000686645508,0.7832099795341492,0.10072000324726105,0.569
2010-07-21,107.06999969482422,326.3599853515625,20487.23046875,21.200000762939453,0.7750099897384644,0.09968999773263931,0.576
2010-07-22,109.45999908447266,335.20001220703125,20589.69921875,21.639999389648438,0.7744100093841553,0.09967999905347824,0.58
2010-07-23,110.41000366210938,337.1400146484375,20815.330078125,21.850000381469727,0.7727033297220866,0.0994733323653539,0.582
2010-07-25,111.17666625976562,337.5933430989583,20831.716796875,21.78666623433431,0.7692899703979492,0.09905999898910522,0.5806666666666667
2010-07-26,111.55999755859375,337.82000732421875,20839.91015625,21.7549991607666,0.7697700262069702,0.09909000247716904,0.58
2010-07-27,111.55000305175781,338.0799865722656,20973.390625,21.790000915527344,0.7696899771690369,0.0990699976682663,0.584
2010-07-28,110.83000183105469,335.0299987792969,21091.1796875,21.459999084472656,0.7646399736404419,0.09842000156641006,0.585
2010-07-29,110.29000091552734,332.1300048828125,21093.8203125,21.334999084472656,0.7669299840927124,0.09863000363111496,0.584
2010-07-30,110.2699966430664,330.6400146484375,21029.810546875,21.1299991607666,0.7642733256022135,0.09833000351985295,0.577
2010-08-01,111.93000030517578,336.65334065755206,21285.129557291668,21.673332850138348,0.7589600086212158,0.09773000329732895,0.577
2010-08-02,112.76000213623047,339.6600036621094,21412.7890625,21.94499969482422,0.7561399936676025,0.09741999953985214,0.577
2010-08-03,112.22000122070312,339.0,21457.66015625,22.114999771118164,0.7561399936676025,0.09741999953985214,0.569
2010-08-04,112.97000122070312,339.20001220703125,21549.880859375,21.950000762939453,0.7599899768829346,0.09786999970674515,0.564
2010-08-05,112.8499984741211,336.57000732421875,21551.720703125,21.780000686645508,0.758650004863739,0.09770999848842621,0.565
2010-08-06,112.38999938964844,331.19000244140625,21678.80078125,21.59000015258789,0.7566633423169454,0.09745666633049647,0.568
2010-08-08,112.78999837239583,334.32334391276044,21760.66015625,21.833333333333332,0.7526900172233582,0.096950002014637,0.5653333333333332
2010-08-09,112.98999786376953,335.8900146484375,21801.58984375,21.954999923706055,0.7558599710464478,0.09735000133514404,0.564
2010-08-10,112.37999725341797,333.1400146484375,21473.599609375,21.885000228881836,0.7584400177001953,0.09769999980926514,0.562
2010-08-11,109.30000305175781,324.989990234375,21294.5390625,21.645000457763672,0.7785699963569641,0.10023000091314316,0.561
2010-08-12,108.62999725341797,324.1199951171875,21105.7109375,21.610000610351562,0.7794299721717834,0.1003199964761734,0.555
2010-08-13,108.30999755859375,323.9200134277344,21071.5703125,21.700000762939453,0.7806299726168314,0.10045666495958964,0.55
2010-08-15,108.27666727701823,323.40001424153644,21098.602864583332,21.64666748046875,0.7830299735069275,0.10073000192642212,0.546
2010-08-16,108.26000213623047,323.1400146484375,21112.119140625,21.6200008392334,0.7805200219154358,0.10038000345230103,0.544
2010-08-17,109.58999633789062,328.45001220703125,21137.4296875,21.80500030517578,0.7764000296592712,0.09988000243902206,0.54
2010-08-18,109.79000091552734,327.6700134277344,21022.73046875,21.690000534057617,0.7778199911117554,0.10010000318288803,0.538
2010-08-19,107.87999725341797,322.3699951171875,21072.4609375,21.165000915527344,0.7807599902153015,0.1004600003361702,0.534
2010-08-20,107.52999877929688,318.0199890136719,20981.8203125,21.079999923706055,0.7827666600545248,0.10070000092188518,0.528
2010-08-22,107.25666809082031,318.3666687011719,20919.946614583332,21.220000584920246,0.7867799997329712,0.10118000209331512,0.53
2010-08-23,107.12000274658203,318.5400085449219,20889.009765625,21.290000915527344,0.791450023651123,0.10175999999046326,0.531
2010-08-24,105.52999877929688,313.3900146484375,20658.7109375,20.975000381469727,0.7915800213813782,0.10175999999046326,0.527
2010-08-25,105.94000244140625,311.7200012207031,20634.98046875,20.84000015258789,0.7896400094032288,0.10152000188827515,0.524
2010-08-26,105.2300033569336,314.2200012207031,20612.060546875,20.940000534057617,0.7870000004768372,0.10115999728441238,0.519
2010-08-27,106.86000061035156,317.0400085449219,20597.349609375,21.149999618530273,0.7860233386357626,0.10103666534026463,0.515
2010-08-29,105.82666524251302,316.0466613769531,20690.597005208332,21.070000330607098,0.7840700149536133,0.10079000145196915,0.5163333333333333
2010-08-30,105.30999755859375,315.54998779296875,20737.220703125,21.030000686645508,0.7895200252532959,0.10147999972105026,0.517
2010-08-31,105.30999755859375,316.4700012207031,20536.490234375,20.975000381469727,0.7881900072097778,0.10129000246524811,0.514
2010-09-01,108.45999908447266,325.5199890136719,20623.830078125,21.459999084472656,0.7810699939727783,0.10042999684810638,0.512
2010-09-02,109.47000122070312,326.57000732421875,20868.919921875,21.454999923706055,0.779670000076294,0.10033000260591507,0.512
2010-09-03,110.88999938964844,329.3500061035156,20971.5,21.760000228881836,0.7782966693242391,0.10015000154574712,0.511
2010-09-05,110.26499938964844,330.1366678873698,21227.6796875,21.826667149861652,0.7755500078201294,0.09978999942541122,0.5096666666666667
2010-09-06,109.95249938964844,330.5299987792969,21355.76953125,21.860000610351562,0.7771000266075134,0.100040003657341,0.509
2010-09-07,109.63999938964844,327.760009765625,21401.7890625,21.735000610351562,0.7887700200080872,0.1014999970793724,0.506
2010-09-08,110.41000366210938,331.42999267578125,21088.859375,22.100000381469727,0.7854200005531311,0.10108000040054321,0.505
2010-09-09,110.91999816894531,334.5899963378906,21167.26953125,22.165000915527344,0.7878299951553345,0.10142000019550323,0.502
2010-09-10,111.4800033569336,334.9599914550781,21257.390625,22.264999389648438,0.7873366673787435,0.10134999950726827,0.501
2010-09-12,112.30666859944661,336.49998982747394,21524.696614583332,22.31499989827474,0.7863500118255615,0.10120999813079834,0.5016666666666667
2010-09-13,112.72000122070312,337.2699890136719,21658.349609375,22.34000015258789,0.7768800258636475,0.10001000016927719,0.502
2010-09-14,112.6500015258789,336.7300109863281,21696.0390625,22.299999237060547,0.7697200179100037,0.09910000115633011,0.502
2010-09-15,113.08000183105469,335.8599853515625,21725.640625,22.350000381469727,0.768339991569519,0.09890999644994736,0.5
2010-09-16,113.05000305175781,334.6700134277344,21691.44921875,22.44499969482422,0.7647600173950195,0.09848000109195709,0.503
2010-09-17,112.48999786376953,334.5400085449219,21970.859375,22.350000381469727,0.765386680761973,0.09856000045935313,0.503
2010-09-19,113.63666534423828,338.05333455403644,21975.1796875,22.56333351135254,0.7666400074958801,0.0987199991941452,0.503
2010-09-20,114.20999908447266,339.80999755859375,21977.33984375,22.670000076293945,0.7652900218963623,0.09854999929666519,0.503
2010-09-21,113.9800033569336,338.94000244140625,22002.58984375,22.489999771118164,0.7543200254440308,0.0971900001168251,0.504
2010-09-22,113.41999816894531,334.3500061035156,22047.7109375,22.075000762939453,0.7467700242996216,0.096220001578331,0.512
2010-09-23,112.5,332.82000732421875,22083.5703125,22.315000534057617,0.7508000135421753,0.09674999862909317,0.513
2010-09-24,114.81999969482422,337.8500061035156,22119.4296875,22.389999389648438,0.7478300134340922,0.09637666493654251,0.515
2010-09-26,114.45333099365234,337.3966776529948,22267.036458333332,22.436665852864582,0.741890013217926,0.09562999755144119,0.515
2010-09-27,114.2699966430664,337.1700134277344,22340.83984375,22.459999084472656,0.7440999746322632,0.09589999914169312,0.515
2010-09-28,114.66999816894531,338.1700134277344,22109.94921875,22.30500030517578,0.7368699908256531,0.09497000277042389,0.518
2010-09-29,114.47000122070312,335.8500061035156,22378.669921875,22.165000915527344,0.733780026435852,0.09455999732017517,0.517
2010-09-30,114.12999725341797,334.3900146484375,22358.169921875,22.190000534057617,0.7340999841690063,0.09459999948740005,0.52
2010-10-01,114.61000061035156,333.7799987792969,22423.29248046875,22.354999542236328,0.7313499848047892,0.09424666563669841,0.64
2010-10-03,114.03666687011719,331.5266621907552,22553.53759765625,22.231666564941406,0.725849986076355,0.0935399979352951,0.656
2010-10-04,113.75,330.3999938964844,22618.66015625,22.170000076293945,0.7313100099563599,0.09423000365495682,0.664
2010-10-05,116.04000091552734,335.0299987792969,22639.140625,22.334999084472656,0.7228599786758423,0.09318000078201294,0.659
2010-10-06,116.02999877929688,336.9700012207031,22880.41015625,22.549999237060547,0.7183899879455566,0.09261000156402588,0.648
2010-10-07,115.88999938964844,337.6700134277344,22884.3203125,22.540000915527344,0.7179800271987915,0.09256000071763992,0.663
2010-10-08,116.54000091552734,336.5299987792969,22944.1796875,22.485000610351562,0.7171300252278646,0.09244333455959956,0.694
2010-10-10,116.61333465576172,336.87000528971356,23119.600260416668,22.56166712443034,0.7154300212860107,0.09221000224351883,0.7033333333333333
2010-10-11,116.6500015258789,337.0400085449219,23207.310546875,22.600000381469727,0.7204499840736389,0.09284000098705292,0.708
2010-10-12,117.01000213623047,335.0899963378906,23121.69921875,22.375,0.7185500264167786,0.09261000156402588,0.725
2010-10-13,117.91999816894531,341.7200012207031,23457.689453125,22.69499969482422,0.7159600257873535,0.09226000308990479,0.728
